State Imports by NAICS Commodities,,,,
Current date: 11/14/2018 6:42 PM (Eastern Standard Time),,,,
State,Commodity,Country,Time,Customs Value (Gen) ($US)
New Hampshire,331 Primary Metal Mfg,World Total,2016,"162,742,612"
New Hampshire,331 Primary Metal Mfg,World Total,2017,"157,230,274"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2008,"172,662,616"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2009,"202,159,409"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2010,"210,431,393"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2011,"205,202,394"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2012,"227,178,659"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2013,"244,394,967"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2014,"222,682,233"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2015,"223,752,750"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2016,"221,364,601"
New Hampshire,"332 Fabricated Metal Products, Nesoi",World Total,2017,"290,747,949"
New Hampshire,"333 Machinery, Except Electrical",World Total,2008,"573,335,277"
New Hampshire,"333 Machinery, Except Electrical",World Total,2009,"399,420,321"
New Hampshire,"333 Machinery, Except Electrical",World Total,2010,"443,280,887"
New Hampshire,"333 Machinery, Except Electrical",World Total,2011,"574,219,086"
New Hampshire,"333 Machinery, Except Electrical",World Total,2012,"542,637,744"
New Hampshire,"333 Machinery, Except Electrical",World Total,2013,"548,962,387"
New Hampshire,"333 Machinery, Except Electrical",World Total,2014,"676,565,306"
New Hampshire,"333 Machinery, Except Electrical",World Total,2015,"685,249,680"
New Hampshire,"333 Machinery, Except Electrical",World Total,2016,"665,987,452"
New Hampshire,"333 Machinery, Except Electrical",World Total,2017,"815,539,524"
New Hampshire,334 Computer & Electronic Products,World Total,2008,"1,286,250,394"
New Hampshire,334 Computer & Electronic Products,World Total,2009,"832,344,011"
New Hampshire,334 Computer & Electronic Products,World Total,2010,"1,008,482,298"
New Hampshire,334 Computer & Electronic Products,World Total,2011,"1,227,254,728"
New Hampshire,334 Computer & Electronic Products,World Total,2012,"1,134,141,305"
New Hampshire,334 Computer & Electronic Products,World Total,2013,"1,036,164,776"
New Hampshire,334 Computer & Electronic Products,World Total,2014,"957,520,122"
New Hampshire,334 Computer & Electronic Products,World Total,2015,"983,465,394"
New Hampshire,334 Computer & Electronic Products,World Total,2016,"804,563,569"
New Hampshire,334 Computer & Electronic Products,World Total,2017,"830,810,958"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2008,"218,153,264"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2009,"176,881,242"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2010,"217,220,889"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2011,"217,631,437"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2012,"251,983,939"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2013,"274,167,895"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2014,"284,572,729"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2015,"295,150,980"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2016,"274,553,091"
New Hampshire,"335 Electrical Equipment, Appliances & Components",World Total,2017,"288,610,819"
New Hampshire,336 Transportation Equipment,World Total,2008,"82,255,614"
New Hampshire,336 Transportation Equipment,World Total,2009,"68,533,847"
New Hampshire,336 Transportation Equipment,World Total,2010,"77,451,074"
New Hampshire,336 Transportation Equipment,World Total,2011,"75,031,170"
New Hampshire,336 Transportation Equipment,World Total,2012,"97,393,688"
New Hampshire,336 Transportation Equipment,World Total,2013,"95,980,285"
New Hampshire,336 Transportation Equipment,World Total,2014,"111,098,723"
New Hampshire,336 Transportation Equipment,World Total,2015,"183,019,053"
New Hampshire,336 Transportation Equipment,World Total,2016,"477,078,008"
New Hampshire,336 Transportation Equipment,World Total,2017,"1,948,705,763"
New Hampshire,337 Furniture & Fixtures,World Total,2008,"33,490,758"
New Hampshire,337 Furniture & Fixtures,World Total,2009,"23,479,904"
New Hampshire,337 Furniture & Fixtures,World Total,2010,"26,656,468"
New Hampshire,337 Furniture & Fixtures,World Total,2011,"28,736,599"
New Hampshire,337 Furniture & Fixtures,World Total,2012,"33,262,402"
New Hampshire,337 Furniture & Fixtures,World Total,2013,"37,084,583"
New Hampshire,337 Furniture & Fixtures,World Total,2014,"39,813,216"
New Hampshire,337 Furniture & Fixtures,World Total,2015,"46,914,417"
New Hampshire,337 Furniture & Fixtures,World Total,2016,"49,163,006"
New Hampshire,337 Furniture & Fixtures,World Total,2017,"53,806,608"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2008,"291,984,770"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2009,"272,076,091"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2010,"285,578,280"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2011,"248,260,936"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2012,"309,621,075"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2013,"308,405,968"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2014,"374,271,875"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2015,"518,380,746"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2016,"493,161,125"
New Hampshire,339 Miscellaneous Manufactured Commodities,World Total,2017,"532,145,936"
New Hampshire,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2008,"183,117"
New Hampshire,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2009,"187,700"
New Hampshire,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2010,"103,492"
New Hampshire,"511 Newspapers, Books & Other Published Matter, Nesoi",World Total,2011,"23,523"
New Hampshire,910 Waste And Scrap,World Total,2008,"2,181,117"
New Hampshire,910 Waste And Scrap,World Total,2009,"3,310,337"
New Hampshire,910 Waste And Scrap,World Total,2010,"3,456,620"
New Hampshire,910 Waste And Scrap,World Total,2011,"9,072,634"
New Hampshire,910 Waste And Scrap,World Total,2012,"8,242,767"
New Hampshire,910 Waste And Scrap,World Total,2013,"6,550,098"
New Hampshire,910 Waste And Scrap,World Total,2014,"2,170,899"
New Hampshire,910 Waste And Scrap,World Total,2015,"2,054,690"
New Hampshire,910 Waste And Scrap,World Total,2016,"2,188,564"
New Hampshire,910 Waste And Scrap,World Total,2017,"2,004,106"
New Hampshire,920 Used Or Second-hand Merchandise,World Total,2008,"5,594,569"
New Hampshire,920 Used Or Second-hand Merchandise,World Total,2009,"1,786,713"
New Hampshire,920 Used Or Second-hand Merchandise,World Total,2010,"4,476,772"
New Hampshire,920 Used Or Second-hand Merchandise,World Total,2011,"1,704,213"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2012,"5,770,304"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2013,"11,210,243"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2014,"51,598,780"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2015,"9,959,486"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2016,"7,704,764"
New Hampshire,930 Used Or Second-hand Merchandise,World Total,2017,"6,377,112"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2008,"186,720,577"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2009,"84,754,352"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2010,"98,778,305"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2011,"112,357,306"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2012,"118,514,845"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2013,"116,920,893"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2014,"145,294,846"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2015,"135,398,381"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2016,"121,559,608"
New Hampshire,980 Goods Returned (exports For Canada Only),World Total,2017,"163,550,681"
New Hampshire,990 Other Special Classification Provisions,World Total,2008,"772,780,969"
New Hampshire,990 Other Special Classification Provisions,World Total,2009,"528,441,763"
New Hampshire,990 Other Special Classification Provisions,World Total,2010,"420,372,770"
New Hampshire,990 Other Special Classification Provisions,World Total,2011,"374,770,713"
New Hampshire,990 Other Special Classification Provisions,World Total,2012,"110,274,293"
New Hampshire,990 Other Special Classification Provisions,World Total,2013,"78,265,397"
New Hampshire,990 Other Special Classification Provisions,World Total,2014,"78,889,575"
New Hampshire,990 Other Special Classification Provisions,World Total,2015,"47,273,281"
New Hampshire,990 Other Special Classification Provisions,World Total,2016,"35,075,559"
New Hampshire,990 Other Special Classification Provisions,World Total,2017,"53,782,601"
New Jersey,111 Agricultural Products,World Total,2008,"1,507,212,747"
New Jersey,111 Agricultural Products,World Total,2009,"1,880,962,179"
New Jersey,111 Agricultural Products,World Total,2010,"2,361,891,890"
New Jersey,111 Agricultural Products,World Total,2011,"3,143,723,214"
New Jersey,111 Agricultural Products,World Total,2012,"2,546,157,241"
New Jersey,111 Agricultural Products,World Total,2013,"2,447,005,891"
New Jersey,111 Agricultural Products,World Total,2014,"2,714,017,299"
New Jersey,111 Agricultural Products,World Total,2015,"2,850,639,396"
New Jersey,111 Agricultural Products,World Total,2016,"2,719,380,898"
New Jersey,111 Agricultural Products,World Total,2017,"2,752,606,454"
New Jersey,112 Livestock & Livestock Products,World Total,2008,"59,061,417"
New Jersey,112 Livestock & Livestock Products,World Total,2009,"87,782,970"
New Jersey,112 Livestock & Livestock Products,World Total,2010,"119,404,831"
New Jersey,112 Livestock & Livestock Products,World Total,2011,"135,115,237"
New Jersey,112 Livestock & Livestock Products,World Total,2012,"154,958,715"
New Jersey,112 Livestock & Livestock Products,World Total,2013,"215,889,383"
New Jersey,112 Livestock & Livestock Products,World Total,2014,"240,910,641"
New Jersey,112 Livestock & Livestock Products,World Total,2015,"270,338,742"
New Jersey,112 Livestock & Livestock Products,World Total,2016,"196,175,974"
New Jersey,112 Livestock & Livestock Products,World Total,2017,"181,631,906"
New Jersey,"113 Forestry Products, Nesoi",World Total,2008,"143,204,027"
New Jersey,"113 Forestry Products, Nesoi",World Total,2009,"159,834,658"
New Jersey,"113 Forestry Products, Nesoi",World Total,2010,"167,849,842"
New Jersey,"113 Forestry Products, Nesoi",World Total,2011,"212,521,984"
New Jersey,"113 Forestry Products, Nesoi",World Total,2012,"251,317,294"
New Jersey,"113 Forestry Products, Nesoi",World Total,2013,"292,907,682"
New Jersey,"113 Forestry Products, Nesoi",World Total,2014,"251,385,091"
New Jersey,"113 Forestry Products, Nesoi",World Total,2015,"267,471,465"
New Jersey,"113 Forestry Products, Nesoi",World Total,2016,"289,413,191"
New Jersey,"113 Forestry Products, Nesoi",World Total,2017,"313,185,645"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2008,"623,775,584"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2009,"598,799,787"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2010,"782,882,668"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2011,"881,571,285"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2012,"891,765,394"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2013,"954,478,746"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2014,"1,070,440,066"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2015,"1,022,489,164"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2016,"1,171,752,486"
New Jersey,"114 Fish, Fresh/chilled/frozen & Other Marine Products",World Total,2017,"1,319,709,990"
New Jersey,211 Oil & Gas,World Total,2008,"19,389,593,450"
New Jersey,211 Oil & Gas,World Total,2009,"10,110,779,006"
New Jersey,211 Oil & Gas,World Total,2010,"10,295,471,013"
New Jersey,211 Oil & Gas,World Total,2011,"15,003,719,072"
New Jersey,211 Oil & Gas,World Total,2012,"14,315,310,087"
New Jersey,211 Oil & Gas,World Total,2013,"11,930,604,492"
New Jersey,211 Oil & Gas,World Total,2014,"10,906,888,175"
New Jersey,211 Oil & Gas,World Total,2015,"6,462,865,980"
New Jersey,211 Oil & Gas,World Total,2016,"5,523,836,574"
New Jersey,211 Oil & Gas,World Total,2017,"6,886,044,092"
New Jersey,212 Minerals & Ores,World Total,2008,"179,081,352"
New Jersey,212 Minerals & Ores,World Total,2009,"133,133,729"
New Jersey,212 Minerals & Ores,World Total,2010,"177,964,822"
New Jersey,212 Minerals & Ores,World Total,2011,"186,434,511"
New Jersey,212 Minerals & Ores,World Total,2012,"195,250,005"
New Jersey,212 Minerals & Ores,World Total,2013,"242,086,875"
New Jersey,212 Minerals & Ores,World Total,2014,"182,741,124"
New Jersey,212 Minerals & Ores,World Total,2015,"161,383,002"
New Jersey,212 Minerals & Ores,World Total,2016,"95,759,181"
New Jersey,212 Minerals & Ores,World Total,2017,"137,652,618"
New Jersey,311 Food & Kindred Products,World Total,2008,"6,123,788,337"
New Jersey,311 Food & Kindred Products,World Total,2009,"5,553,051,127"
New Jersey,311 Food & Kindred Products,World Total,2010,"6,156,485,640"
New Jersey,311 Food & Kindred Products,World Total,2011,"6,895,823,258"
New Jersey,311 Food & Kindred Products,World Total,2012,"7,384,632,434"
New Jersey,311 Food & Kindred Products,World Total,2013,"7,245,361,926"
New Jersey,311 Food & Kindred Products,World Total,2014,"8,133,637,625"
New Jersey,311 Food & Kindred Products,World Total,2015,"8,908,639,053"
New Jersey,311 Food & Kindred Products,World Total,2016,"9,282,888,192"
New Jersey,311 Food & Kindred Products,World Total,2017,"9,599,437,447"
New Jersey,312 Beverages & Tobacco Products,World Total,2008,"1,661,027,993"
New Jersey,312 Beverages & Tobacco Products,World Total,2009,"1,469,480,912"
New Jersey,312 Beverages & Tobacco Products,World Total,2010,"1,396,637,048"
New Jersey,312 Beverages & Tobacco Products,World Total,2011,"1,670,729,549"
New Jersey,312 Beverages & Tobacco Products,World Total,2012,"1,802,068,850"
New Jersey,312 Beverages & Tobacco Products,World Total,2013,"1,893,152,537"
New Jersey,312 Beverages & Tobacco Products,World Total,2014,"2,034,790,754"
New Jersey,312 Beverages & Tobacco Products,World Total,2015,"2,096,092,793"
New Jersey,312 Beverages & Tobacco Products,World Total,2016,"2,188,884,620"
New Jersey,312 Beverages & Tobacco Products,World Total,2017,"2,221,572,825"
New Jersey,313 Textiles & Fabrics,World Total,2008,"344,852,204"
New Jersey,313 Textiles & Fabrics,World Total,2009,"243,923,964"
New Jersey,313 Textiles & Fabrics,World Total,2010,"275,853,016"
New Jersey,313 Textiles & Fabrics,World Total,2011,"318,995,723"
New Jersey,313 Textiles & Fabrics,World Total,2012,"305,220,781"
New Jersey,313 Textiles & Fabrics,World Total,2013,"331,794,661"
New Jersey,313 Textiles & Fabrics,World Total,2014,"321,246,832"
New Jersey,313 Textiles & Fabrics,World Total,2015,"338,897,226"
New Jersey,313 Textiles & Fabrics,World Total,2016,"312,674,182"
New Jersey,313 Textiles & Fabrics,World Total,2017,"309,917,353"
New Jersey,314 Textile Mill Products,World Total,2008,"1,213,642,936"
New Jersey,314 Textile Mill Products,World Total,2009,"991,660,274"
New Jersey,314 Textile Mill Products,World Total,2010,"1,062,883,440"
New Jersey,314 Textile Mill Products,World Total,2011,"1,147,142,811"
New Jersey,314 Textile Mill Products,World Total,2012,"1,212,517,859"
New Jersey,314 Textile Mill Products,World Total,2013,"1,397,240,649"
New Jersey,314 Textile Mill Products,World Total,2014,"1,500,293,798"
New Jersey,314 Textile Mill Products,World Total,2015,"1,561,272,346"
New Jersey,314 Textile Mill Products,World Total,2016,"1,465,132,942"
New Jersey,314 Textile Mill Products,World Total,2017,"1,697,238,899"
New Jersey,315 Apparel & Accessories,World Total,2008,"6,438,196,619"
New Jersey,315 Apparel & Accessories,World Total,2009,"5,678,790,656"
New Jersey,315 Apparel & Accessories,World Total,2010,"5,957,202,768"
New Jersey,315 Apparel & Accessories,World Total,2011,"5,830,754,291"
New Jersey,315 Apparel & Accessories,World Total,2012,"4,936,957,129"
New Jersey,315 Apparel & Accessories,World Total,2013,"5,447,760,113"
New Jersey,315 Apparel & Accessories,World Total,2014,"5,729,036,127"
New Jersey,315 Apparel & Accessories,World Total,2015,"6,149,809,432"
New Jersey,315 Apparel & Accessories,World Total,2016,"6,000,027,703"
New Jersey,315 Apparel & Accessories,World Total,2017,"6,035,711,435"
New Jersey,316 Leather & Allied Products,World Total,2008,"2,491,872,253"
New Jersey,316 Leather & Allied Products,World Total,2009,"1,836,578,125"
New Jersey,316 Leather & Allied Products,World Total,2010,"2,088,849,026"
New Jersey,316 Leather & Allied Products,World Total,2011,"2,249,173,152"
New Jersey,316 Leather & Allied Products,World Total,2012,"2,197,375,233"
New Jersey,316 Leather & Allied Products,World Total,2013,"2,121,917,832"
New Jersey,316 Leather & Allied Products,World Total,2014,"2,460,026,074"
New Jersey,316 Leather & Allied Products,World Total,2015,"2,538,194,853"
New Jersey,316 Leather & Allied Products,World Total,2016,"2,602,070,504"
New Jersey,316 Leather & Allied Products,World Total,2017,"3,127,434,521"
New Jersey,321 Wood Products,World Total,2008,"349,981,911"
New Jersey,321 Wood Products,World Total,2009,"246,320,113"
New Jersey,321 Wood Products,World Total,2010,"294,955,799"
New Jersey,321 Wood Products,World Total,2011,"275,536,492"
New Jersey,321 Wood Products,World Total,2012,"342,209,271"
New Jersey,321 Wood Products,World Total,2013,"404,940,170"
New Jersey,321 Wood Products,World Total,2014,"440,606,153"
New Jersey,321 Wood Products,World Total,2015,"514,852,636"
New Jersey,321 Wood Products,World Total,2016,"489,474,625"
New Jersey,321 Wood Products,World Total,2017,"563,676,805"
New Jersey,322 Paper,World Total,2008,"1,058,003,196"
New Jersey,322 Paper,World Total,2009,"869,948,885"
New Jersey,322 Paper,World Total,2010,"1,144,700,930"
New Jersey,322 Paper,World Total,2011,"1,268,463,164"
New Jersey,322 Paper,World Total,2012,"984,291,760"
New Jersey,322 Paper,World Total,2013,"1,010,142,708"
New Jersey,322 Paper,World Total,2014,"1,153,873,105"
New Jersey,322 Paper,World Total,2015,"1,155,296,804"
New Jersey,322 Paper,World Total,2016,"982,527,110"
New Jersey,322 Paper,World Total,2017,"1,022,800,561"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2008,"476,285,641"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2009,"322,280,036"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2010,"330,491,300"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2011,"304,607,499"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2012,"246,767,131"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2013,"297,939,015"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2014,"337,226,369"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2015,"345,848,179"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2016,"312,050,332"
New Jersey,"323 Printed Matter And Related Products, Nesoi",World Total,2017,"337,254,753"
New Jersey,324 Petroleum & Coal Products,World Total,2008,"17,390,553,034"
New Jersey,324 Petroleum & Coal Products,World Total,2009,"9,681,735,027"
New Jersey,324 Petroleum & Coal Products,World Total,2010,"13,302,339,896"
New Jersey,324 Petroleum & Coal Products,World Total,2011,"18,089,894,162"
New Jersey,324 Petroleum & Coal Products,World Total,2012,"16,971,982,646"
New Jersey,324 Petroleum & Coal Products,World Total,2013,"13,965,516,472"
New Jersey,324 Petroleum & Coal Products,World Total,2014,"14,451,567,194"
New Jersey,324 Petroleum & Coal Products,World Total,2015,"8,712,312,480"
New Jersey,324 Petroleum & Coal Products,World Total,2016,"8,784,450,742"
New Jersey,324 Petroleum & Coal Products,World Total,2017,"9,350,374,200"
New Jersey,325 Chemicals,World Total,2008,"18,787,339,118"
New Jersey,325 Chemicals,World Total,2009,"14,838,583,907"
New Jersey,325 Chemicals,World Total,2010,"15,530,739,353"
New Jersey,325 Chemicals,World Total,2011,"17,271,142,611"
New Jersey,325 Chemicals,World Total,2012,"16,877,161,816"
New Jersey,325 Chemicals,World Total,2013,"15,799,836,002"
New Jersey,325 Chemicals,World Total,2014,"16,941,808,745"
New Jersey,325 Chemicals,World Total,2015,"21,797,558,561"
New Jersey,325 Chemicals,World Total,2016,"20,640,202,029"
New Jersey,325 Chemicals,World Total,2017,"20,063,328,707"
New Jersey,326 Plastics & Rubber Products,World Total,2008,"1,629,283,342"
New Jersey,326 Plastics & Rubber Products,World Total,2009,"1,312,781,190"
New Jersey,326 Plastics & Rubber Products,World Total,2010,"1,933,196,603"
New Jersey,326 Plastics & Rubber Products,World Total,2011,"2,402,409,708"
New Jersey,326 Plastics & Rubber Products,World Total,2012,"2,825,971,899"
New Jersey,326 Plastics & Rubber Products,World Total,2013,"3,051,889,208"
New Jersey,326 Plastics & Rubber Products,World Total,2014,"3,148,796,028"
New Jersey,326 Plastics & Rubber Products,World Total,2015,"3,262,707,836"
New Jersey,326 Plastics & Rubber Products,World Total,2016,"2,791,911,327"
New Jersey,326 Plastics & Rubber Products,World Total,2017,"2,216,551,879"
New Jersey,327 Nonmetallic Mineral Products,World Total,2008,"1,282,783,935"
New Jersey,327 Nonmetallic Mineral Products,World Total,2009,"878,873,871"
New Jersey,327 Nonmetallic Mineral Products,World Total,2010,"1,136,540,990"
New Jersey,327 Nonmetallic Mineral Products,World Total,2011,"1,315,130,450"
New Jersey,327 Nonmetallic Mineral Products,World Total,2012,"1,266,547,804"
New Jersey,327 Nonmetallic Mineral Products,World Total,2013,"1,356,099,005"
New Jersey,327 Nonmetallic Mineral Products,World Total,2014,"1,573,026,444"
New Jersey,327 Nonmetallic Mineral Products,World Total,2015,"1,560,792,590"
New Jersey,327 Nonmetallic Mineral Products,World Total,2016,"1,462,256,026"
New Jersey,327 Nonmetallic Mineral Products,World Total,2017,"1,621,125,022"
New Jersey,331 Primary Metal Mfg,World Total,2008,"6,845,584,621"
New Jersey,331 Primary Metal Mfg,World Total,2009,"3,302,971,942"
New Jersey,331 Primary Metal Mfg,World Total,2010,"4,692,521,712"
New Jersey,331 Primary Metal Mfg,World Total,2011,"7,285,885,509"
New Jersey,331 Primary Metal Mfg,World Total,2012,"5,714,303,355"
New Jersey,331 Primary Metal Mfg,World Total,2013,"4,922,787,406"
New Jersey,331 Primary Metal Mfg,World Total,2014,"6,346,546,811"
New Jersey,331 Primary Metal Mfg,World Total,2015,"5,169,760,890"
New Jersey,331 Primary Metal Mfg,World Total,2016,"3,569,313,391"
New Jersey,331 Primary Metal Mfg,World Total,2017,"4,892,639,242"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2008,"1,826,966,158"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2009,"1,411,020,114"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2010,"1,533,668,483"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2011,"1,759,164,120"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2012,"1,840,627,570"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2013,"2,059,840,904"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2014,"2,141,993,000"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2015,"2,164,257,294"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2016,"2,041,847,634"
New Jersey,"332 Fabricated Metal Products, Nesoi",World Total,2017,"2,195,742,022"
New Jersey,"333 Machinery, Except Electrical",World Total,2008,"4,145,208,443"
New Jersey,"333 Machinery, Except Electrical",World Total,2009,"2,706,867,744"
New Jersey,"333 Machinery, Except Electrical",World Total,2010,"2,974,706,597"
New Jersey,"333 Machinery, Except Electrical",World Total,2011,"3,739,132,382"
New Jersey,"333 Machinery, Except Electrical",World Total,2012,"4,044,601,799"
New Jersey,"333 Machinery, Except Electrical",World Total,2013,"3,997,122,451"
New Jersey,"333 Machinery, Except Electrical",World Total,2014,"4,456,006,589"
New Jersey,"333 Machinery, Except Electrical",World Total,2015,"4,332,142,309"
New Jersey,"333 Machinery, Except Electrical",World Total,2016,"4,167,934,695"
New Jersey,"333 Machinery, Except Electrical",World Total,2017,"4,685,934,187"
New Jersey,334 Computer & Electronic Products,World Total,2008,"9,124,692,350"
New Jersey,334 Computer & Electronic Products,World Total,2009,"7,217,271,713"
New Jersey,334 Computer & Electronic Products,World Total,2010,"8,225,873,271"
New Jersey,334 Computer & Electronic Products,World Total,2011,"8,817,491,262"
New Jersey,334 Computer & Electronic Products,World Total,2012,"8,163,076,664"
New Jersey,334 Computer & Electronic Products,World Total,2013,"8,293,035,519"
New Jersey,334 Computer & Electronic Products,World Total,2014,"9,271,132,521"
New Jersey,334 Computer & Electronic Products,World Total,2015,"9,022,910,248"
New Jersey,334 Computer & Electronic Products,World Total,2016,"9,087,370,828"
New Jersey,334 Computer & Electronic Products,World Total,2017,"8,619,250,459"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2008,"2,307,887,893"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2009,"1,909,646,817"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2010,"2,693,408,143"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2011,"2,907,596,444"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2012,"2,908,116,436"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2013,"2,764,301,243"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2014,"3,124,933,004"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2015,"3,362,073,996"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2016,"3,939,855,054"
New Jersey,"335 Electrical Equipment, Appliances & Components",World Total,2017,"3,977,810,689"
New Jersey,336 Transportation Equipment,World Total,2008,"22,748,678,337"
New Jersey,336 Transportation Equipment,World Total,2009,"14,997,910,051"
New Jersey,336 Transportation Equipment,World Total,2010,"17,254,446,836"
New Jersey,336 Transportation Equipment,World Total,2011,"14,577,066,755"
New Jersey,336 Transportation Equipment,World Total,2012,"15,258,790,338"
New Jersey,336 Transportation Equipment,World Total,2013,"19,203,519,558"
New Jersey,336 Transportation Equipment,World Total,2014,"18,897,459,108"
New Jersey,336 Transportation Equipment,World Total,2015,"15,996,243,404"
New Jersey,336 Transportation Equipment,World Total,2016,"8,483,616,205"
New Jersey,336 Transportation Equipment,World Total,2017,"8,436,311,142"
New Jersey,337 Furniture & Fixtures,World Total,2008,"1,041,572,689"
New Jersey,337 Furniture & Fixtures,World Total,2009,"899,490,320"
New Jersey,337 Furniture & Fixtures,World Total,2010,"1,085,833,306"
New Jersey,337 Furniture & Fixtures,World Total,2011,"1,270,026,919"
New Jersey,337 Furniture & Fixtures,World Total,2012,"1,399,685,187"
New Jersey,337 Furniture & Fixtures,World Total,2013,"1,694,648,945"
New Jersey,337 Furniture & Fixtures,World Total,2014,"1,884,883,056"
New Jersey,337 Furniture & Fixtures,World Total,2015,"2,043,864,767"
New Jersey,337 Furniture & Fixtures,World Total,2016,"1,919,448,652"
New Jersey,337 Furniture & Fixtures,World Total,2017,"2,241,115,771"
New Jersey,339 Miscellaneous Manufactured Commodities,World Total,2008,"3,895,258,667"
New Jersey,339 Miscellaneous Manufactured Commodities,World Total,2009,"3,762,626,988"
New Jersey,339 Miscellaneous Manufactured Commodities,World Total,2010,"4,276,457,166"
